time;Flex6;GyroY;angle;filteredAngle
28487;656;7.78;5.40;6.24
28523;655;2.95;4.50;6.14
28559;656;3.60;5.40;6.10
28594;656;8.35;5.40;6.05
28630;656;9.08;5.40;6.01
28665;651;4.30;0.90;5.70
28701;656;3.33;5.40;5.67
28737;656;5.97;5.40;5.64
28773;656;6.17;5.40;5.61
28809;656;4.73;5.40;5.59
28845;648;-1.70;-1.80;5.14
28880;654;3.44;3.60;5.03
