time;Flex6;GyroY;angle;filteredAngle;Offset;P
15.872999999999912;739.8231513376827;-48.29512372708991;80.84;81.25;0.03;1.24
15.905999999999912;734.3182581172938;-55.43930806482795;75.89;79.46;0.04;1.24
15.938999999999911;735.904406171608;-61.3534796469221;77.31;77.80;0.03;1.24
15.97199999999991;718.1621363346135;-67.87507516810486;61.35;74.47;0.09;1.24
16.00499999999991;723.4359402364938;-72.6093667512029;66.09;71.75;0.10;1.24
16.03799999999991;730.8973021148166;-78.03472880409831;72.81;69.81;0.08;1.24
16.070999999999913;730.0571224181726;-83.38705876872262;72.05;67.85;0.05;1.24
16.103999999999914;715.7354847082009;-87.43844863289027;59.16;64.65;0.07;1.24
16.136999999999915;717.63776512614;-90.19497251307847;60.87;61.82;0.06;1.24
16.169999999999916;714.5206390215125;-92.40331744997648;58.07;58.89;0.06;1.24
16.202999999999918;701.0984324482769;-94.64325699648907;45.99;54.93;0.10;1.24
16.23599999999992;706.6629766692449;-96.60124170249266;51.00;51.77;0.10;1.24
16.26899999999992;704.0046211537114;-96.22335130356738;48.60;48.65;0.09;1.24
16.30199999999992;694.8240403922035;-96.5160872131926;40.34;44.97;0.11;1.24
16.334999999999923;703.7016404801165;-95.43586126255462;48.33;42.47;0.08;1.24
16.367999999999924;688.4847228586046;-94.33912645976869;34.64;38.84;0.10;1.24
16.400999999999925;673.3128438367268;-92.82473123727138;20.98;34.17;0.17;1.24
16.433999999999926;678.3110640574599;-90.0844409220342;25.48;30.43;0.19;1.24
16.466999999999928;674.9503048678808;-86.88798216762137;22.46;26.79;0.22;1.24
16.49999999999993;671.9627870888885;-81.26668691477502;19.77;23.33;0.24;1.24
16.53299999999993;668.6856953325452;-78.71345817195292;16.82;19.98;0.26;1.24
16.56599999999993;673.4444349451397;-73.01682669923959;21.10;17.52;0.24;1.24
16.598999999999933;658.0038850538148;-66.80662796651912;7.20;14.03;0.28;1.24
16.631999999999934;665.4130355748925;-60.78336659705597;13.87;11.70;0.28;1.24
16.664999999999935;661.5012684254838;-54.53118796663456;10.35;9.42;0.28;1.24
16.697999999999936;653.7890721780676;-47.62235830795834;3.41;6.82;0.31;1.24
16.730999999999938;662.5675084348519;-38.90075274055309;11.31;5.50;0.29;1.24
16.76399999999994;658.813517634853;-32.74224879408202;7.93;4.17;0.28;1.24
16.79699999999994;649.924483853952;-24.604064455271022;-0.07;2.37;0.30;1.24
16.82999999999994;658.6190442309844;-15.879625613961814;7.76;1.77;0.28;1.24
16.862999999999943;646.1803876956928;-9.667241961771936;-3.44;0.29;0.31;1.24
16.895999999999944;660.5114387181269;0.28409436339982497;9.46;0.52;0.28;1.24
16.928999999999945;656.8545124996306;8.20647428306744;6.17;0.65;0.26;1.24
16.961999999999946;652.4466697245444;16.26917413786365;2.20;0.61;0.27;1.24
16.994999999999948;654.3620500484491;24.90185307676112;3.93;0.98;0.26;1.24
17.02799999999995;650.4337325348716;33.156834611843344;0.39;1.20;0.28;1.24
17.06099999999995;660.02677945857;40.27328298782493;9.02;2.49;0.26;1.24
17.09399999999995;662.809053480947;47.43864839669896;11.53;4.14;0.24;1.24
17.126999999999953;650.1522278466603;55.09214894820643;0.14;4.70;0.27;1.24
17.159999999999954;669.2752051724076;62.02886499219819;17.35;7.16;0.23;1.24
17.192999999999955;670.498003389367;68.9485824732344;18.45;9.73;0.20;1.24
17.225999999999956;669.959764294622;75.14731418288721;17.96;12.21;0.18;1.24
17.258999999999958;679.3755192372744;79.8278813277952;26.44;15.50;0.14;1.24
17.29199999999996;668.5368208011463;85.46525706748324;16.68;17.67;0.15;1.24
17.32499999999996;687.0328571677978;89.4432687777694;33.33;21.46;0.10;1.24
17.35799999999996;682.3083546894215;93.63417328539006;29.08;24.62;0.09;1.24
17.390999999999963;686.5625976629996;96.55808307602322;32.91;27.98;0.07;1.24
17.423999999999964;677.0829962904522;99.42663703238372;24.37;30.23;0.11;1.24
17.456999999999965;696.5627278247914;100.66621773089064;41.91;34.11;0.07;1.24
17.489999999999966;703.2271372495927;101.71713140725487;47.90;38.30;0.03;1.24
17.522999999999968;695.1197257193423;103.28169518392944;40.61;41.41;0.04;1.24
